name,description,priceRange,latitude,longitude,imgPath,phone,website,facility,type,address,province,district,subDistrict,province_code,district_code,sub_district_code,score,ratingCount
Tantitium Restaurant,,฿300.00 – ฿999.00,7.88663,98.38574,"['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/a5/5e/ec/getlstd-property-photo.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/cf/32/42/tantitium.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/da/93/ac/spa.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/da/99/c3/tanti1.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/da/98/3d/tanti1.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/cf/31/a9/interior.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/da/95/0c/indoor.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/cf/31/d7/good-place-to-dining.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/c1/9a/7e/tantitium-menu.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/c1/9a/7b/bar.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/da/93/9b/crab-curry.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/cf/31/9b/romantic-outdoor.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/da/94/ef/indoor.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/cf/31/a6/good-idea-to-get-a-wine.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/da/9a/3d/tanti1.jpg?w=500&h=-1&s=1']",+66 81 797 3329,https://th.tripadvisor.com/Restaurant_Review-g1215781-d13349831-Reviews-Tantitium_Restaurant-Phuket_Town_Phuket.html,"['Wifi ฟรี', 'การจอง', 'ซื้อกลับบ้าน', 'ดนตรีสด', 'ที่จอดรถริมถนน', 'ที่นั่ง', 'ที่นั่งกลางแจ้ง', 'บริการส่ง', 'บริการเครื่องดื่มแอลกอฮอล์', 'บริการเสิร์ฟถึงโต๊ะ', 'บาร์เต็มรูปแบบ', 'มีเก้าอี้สูงสำหรับเด็ก', 'รับชำระเงินแบบดิจิทัล', 'รับบัตรเครดิต', 'ไวน์และเบียร์']","['ฟิวชั่น', 'ไทย']","84, Dibuk Road, เมืองภูเก็ต, จังหวัดภูเก็ต 83000 ไทย",ภูเก็ต,เมืองภูเก็ต,,83,8301,0,4.5,75
Day & Night of Phuket,,฿80.00 – ฿999.00,7.885968,98.391045,"['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/42/a6/46/day-night-of-phuket-life.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/42/a7/bc/day-night-of-phuket-life.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/42/a7/b4/day-night-of-phuket-life.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/42/a6/1a/day-night-of-phuket-life.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/42/a5/c4/day-night-of-phuket-life.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/42/a5/bd/day-night-of-phuket-life.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/42/a5/d9/day-night-of-phuket-life.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/42/a5/e7/day-night-of-phuket-life.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/42/9d/71/day-night-of-phuket-life.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/42/9e/4b/day-night-of-phuket-life.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/d1/fb/a9/getlstd-property-photo.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/e8/51/17/day-night-of-phuket.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/e8/51/40/day-night-of-phuket.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/e8/51/25/day-night-of-phuket.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/e8/51/27/day-night-of-phuket.jpg?w=500&h=-1&s=1']",+66 76 219 788,https://th.tripadvisor.com/Restaurant_Review-g2315818-d21238792-Reviews-Day_Night_of_Phuket-Talat_Yai_Phuket_Town_Phuket.html,"['การจอง', 'การรับประทานอาหารแบบส่วนตัว', 'ที่นั่ง', 'ที่นั่งกลางแจ้ง', 'บริการเครื่องดื่มแอลกอฮอล์', 'บริการเสิร์ฟถึงโต๊ะ', 'บาร์เต็มรูปแบบ', 'มีที่จอดรถ', 'รับบัตรเครดิต']","['ซิซิลี', 'บาร์', 'ยุโรป', 'สเต๊กเฮาส์', 'อิตาลีทางตอนใต้', 'เอเชีย', 'ไทย']","1 / 5 Dibuk Rd., ตลาดใหญ่, เมืองภูเก็ต, จังหวัดภูเก็ต 83000 ไทย",ภูเก็ต,เมืองภูเก็ต,,83,8301,0,5.0,921
Palai Seafood,,,7.838537,98.36476,"['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/01/ed/84/08/and-deliciuos-food-fesh.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/47/80/09/palai-seafood.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/35/5f/48/dsc-2774-largejpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/35/5f/4a/dsc-2775-largejpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/73/78/61/dsc-0077-largejpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/35/5f/49/dsc-2773-largejpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/ae/a7/41/fb-img-1447611793252.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/35/5f/46/dsc-2777-largejpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/ae/a7/3f/fb-img-1447611790092.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/47/80/0d/palai-seafood.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/ae/a7/3e/fb-img-1447611783059.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/86/ac/99/hieno-nakoala.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-s/02/5a/f1/53/caption.jpg?w=300&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/35/5f/47/dsc-2780-largejpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/35/5f/4b/dsc-2771-largejpg.jpg?w=500&h=-1&s=1']",,https://th.tripadvisor.com/Restaurant_Review-g1389361-d2433458-Reviews-Palai_Seafood-Chalong_Phuket_Town_Phuket.html,"['การจอง', 'ที่นั่ง', 'ที่นั่งกลางแจ้ง', 'บริการเครื่องดื่มแอลกอฮอล์', 'บริการเสิร์ฟถึงโต๊ะ']","['อาหารทะเล', 'เอเชีย', 'ไทย']","Palai Beach, ฉลอง, เมืองภูเก็ต, จังหวัดภูเก็ต ไทย",ภูเก็ต,เมืองภูเก็ต,,83,8301,0,3.5,55
Kuay Jub Yuan Moo Yo @ Samkong,,,7.90574,98.3773,"['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/e1/3a/3e/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/e1/3a/3d/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/e1/3a/3c/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/e1/3a/3b/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/e1/3a/39/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/e1/3a/38/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/e1/3a/37/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/e1/3a/36/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/e1/3a/35/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/e1/3a/34/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/e1/3a/33/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/e1/3a/32/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/e1/3a/31/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/e1/3a/30/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/d6/7a/32/this-is-vietnamese-restaurant.jpg?w=500&h=-1&s=1']",+66 96 925 6463,https://th.tripadvisor.com/Restaurant_Review-g1215781-d25136953-Reviews-Kuay_Jub_Yuan_Moo_Yo_Samkong-Phuket_Town_Phuket.html,[],"['เวียดนาม', 'ไทย']","27 Phuket Villas 1 Yaowarat 1 Road Taladyai, Mueang Phuket District, Phuket, เมืองภูเก็ต, จังหวัดภูเก็ต 83000 ไทย",ภูเก็ต,เมืองภูเก็ต,,83,8301,0,5.0,1
Huagu Chinese Cuisine,,,7.852317,98.33194,"['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/42/3b/f8/huagu-chinese-cuisine.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/18/b0/5c/photo3jpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/42/3c/04/huagu-chinese-cuisine.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/18/ae/b7/699.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/18/ae/b9/699.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/5a/7d/9b/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/5a/7d/9a/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/e8/5d/ef/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/e8/5d/ee/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/e8/5d/ed/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/e8/5d/ec/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/22/08/b2/caption.jpg?w=500&h=-1&s=1']",+66 81 968 1799,https://th.tripadvisor.com/Restaurant_Review-g1389361-d21311432-Reviews-Huagu_Chinese_Cuisine-Chalong_Phuket_Town_Phuket.html,[],['จีน'],"90/60 ถ. เจ้าฟ้าหมู่ 6 ต, ฉลอง, เมืองภูเก็ต, จังหวัดภูเก็ต 83130 ไทย",ภูเก็ต,เมืองภูเก็ต,,83,8301,0,4.5,9
House Of Tin Baron,,,7.887746,98.38563,[''],+66 95 368 0888,https://th.tripadvisor.com/Restaurant_Review-g1215781-d27100770-Reviews-House_Of_Tin_Baron-Phuket_Town_Phuket.html,"['Wifi ฟรี', 'การจอง', 'ซื้อกลับบ้าน', 'ที่นั่งกลางแจ้ง', 'บริการส่ง', 'มีที่จอดรถ', 'มีเก้าอี้สูงสำหรับเด็ก', 'รับชำระเงินแบบดิจิทัล', 'รับบัตรเครดิต', 'ร้านอาหารปลอดบุหรี่', 'ไวน์และเบียร์']","['นานาชาติ', 'ยุโรป', 'อาหารทะเล', 'เอเชีย', 'ไทย']","18 Satun Rd, Talat Nuea Mueang Phuket District, เมืองภูเก็ต, จังหวัดภูเก็ต 83000 ไทย",ภูเก็ต,เมืองภูเก็ต,,83,8301,0,5.0,2
ร้านอาหารโคโค่วิลล์,,,7.853172,98.34482,"['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/1c/09/c4/photo3jpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/1c/09/c3/photo2jpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/1c/09/c1/photo0jpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/9f/a0/88/20180412-185211-largejpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/1c/09/c2/photo1jpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/9f/a0/87/20180413-084800-largejpg.jpg?w=500&h=-1&s=1']",+66 76 521 986,https://th.tripadvisor.com/Restaurant_Review-g1389361-d12936617-Reviews-Cocoville_Restaurant-Chalong_Phuket_Town_Phuket.html,"['ซื้อกลับบ้าน', 'ที่นั่ง', 'บริการเสิร์ฟถึงโต๊ะ']","['เอเชีย', 'เอเชียกลาง', 'ไทย']","10/23-30 ซอยตาเอียด หมู่ 5, ฉลอง, เมืองภูเก็ต, จังหวัดภูเก็ต 83000 ไทย",ภูเก็ต,เมืองภูเก็ต,,83,8301,0,4.5,19
The Distillery Phuket - Home of Chalong Bay,,฿170.00 – ฿499.00,7.841498,98.35237,[''],+66 93 583 7322,https://th.tripadvisor.com/Restaurant_Review-g1389361-d19622658-Reviews-The_Distillery_Phuket_Home_of_Chalong_Bay-Chalong_Phuket_Town_Phuket.html,[],"['ยุโรป', 'เอเชีย', 'ไทย']","14/2, Moo 2, Pa Lai Soi 2 Amphur Muang, ฉลอง, เมืองภูเก็ต, จังหวัดภูเก็ต 83130 ไทย",ภูเก็ต,เมืองภูเก็ต,,83,8301,0,5.0,35
รองเดวู คอฟฟี่ ไวน์ไดน์,,฿99.00 – ฿899.00,7.882644,98.38849,[''],+66 81 894 1603,https://th.tripadvisor.com/Restaurant_Review-g1215781-d3930719-Reviews-Rendez_Vous_Wine_Dine_Coffee-Phuket_Town_Phuket.html,"['American Express', 'Mastercard', 'Visa', 'Wifi ฟรี', 'การจอง', 'ซื้อกลับบ้าน', 'ที่นั่ง', 'ที่นั่งกลางแจ้ง', 'บริการเครื่องดื่มแอลกอฮอล์', 'บริการเสิร์ฟถึงโต๊ะ', 'บาร์เต็มรูปแบบ', 'มีเก้าอี้สูงสำหรับเด็ก', 'รับบัตรเครดิต', 'สะดวกสำหรับผู้ใช้รถเข็น', 'ไวน์และเบียร์']","['นานาชาติ', 'ฟิวชั่น', 'ยุโรป', 'เอเชีย', 'ไทย', 'ไวน์บาร์']","ตะกั่วป่า 41/1 ตลาดเหนือ, เมืองภูเก็ต, จังหวัดภูเก็ต 83000 ไทย",ภูเก็ต,เมืองภูเก็ต,,83,8301,0,4.5,140
เฮาส์ ออฟ ทิน บารอน,,,7.887737,98.38593,"['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/2f/b3/52/located-in-the-heart.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/55/f3/9d/get-ready-to-be-mesmerized.jpg?w=500&h=-1&s=1']",+66 95 368 0888,https://th.tripadvisor.com/Restaurant_Review-g2315817-d26730381-Reviews-House_Of_Tin_Baron-Talat_Nuea_Phuket_Town_Phuket.html,"['การจอง', 'ที่นั่ง', 'บริการจอดรถ', 'บริการเครื่องดื่มแอลกอฮอล์', 'มีที่จอดรถ', 'รับบัตรเครดิต', 'ไวน์และเบียร์']",['อิตาลี'],"18 ถนน สตูล, ตลาดเหนือ, เมืองภูเก็ต, จังหวัดภูเก็ต 83000 ไทย",ภูเก็ต,เมืองภูเก็ต,,83,8301,0,0.0,0
